"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Paya Lebar",2019,1,1,0,NA,NA,NA,"29.5","34.2","26.1","11.9","42.5"
"Paya Lebar",2019,1,2,0,NA,NA,NA,"30","33.8","25.8","13","46.4"
"Paya Lebar",2019,1,3,0,NA,NA,NA,"30.3","33.1","26.7","15.8","48.2"
"Paya Lebar",2019,1,4,0,NA,NA,NA,"30.4","33.5","26.9","11.2","35.3"
"Paya Lebar",2019,1,5,6.2,NA,NA,NA,"29","34","26","7.2","31.3"
"Paya Lebar",2019,1,6,0,NA,NA,NA,"29.1","32.7","26.2","15.8","38.9"
"Paya Lebar",2019,1,7,0,NA,NA,NA,"29.4","33.1","26","16.6","42.5"
"Paya Lebar",2019,1,8,14.9,NA,NA,NA,"28.6","31.6","26","12.6","33.5"
"Paya Lebar",2019,1,9,0,NA,NA,NA,"29.1","32.7","25.8","16.9","42.5"
"Paya Lebar",2019,1,10,0,NA,NA,NA,"29.2","33","25.3","16.6","42.5"
"Paya Lebar",2019,1,11,1.1,NA,NA,NA,"29","32.5","25.3","15.8","38.9"
"Paya Lebar",2019,1,12,0,NA,NA,NA,"29.1","33.6","26","14.4","33.5"
"Paya Lebar",2019,1,13,4,NA,NA,NA,"28.7","32.2","26","14","40.7"
"Paya Lebar",2019,1,14,2.3,NA,NA,NA,"28.5","31.9","26.1","14.4","46.4"
"Paya Lebar",2019,1,15,0,NA,NA,NA,"29.3","33.1","26.1","10.8","27.7"
"Paya Lebar",2019,1,16,0,NA,NA,NA,"29.2","32.6","26","15.8","35.3"
"Paya Lebar",2019,1,17,10.7,NA,NA,NA,"27.6","33","24","12.2","46.4"
"Paya Lebar",2019,1,18,32,NA,NA,NA,"26.5","29.1","24.1","13.7","40.7"
"Paya Lebar",2019,1,19,0,NA,NA,NA,"28.5","31.6","25.2","15.8","37.1"
"Paya Lebar",2019,1,20,0,NA,NA,NA,"29.1","33.7","26.2","18.4","44.3"
"Paya Lebar",2019,1,21,5.7,NA,NA,NA,"28.8","32.4","25.4","15.8","40.7"
"Paya Lebar",2019,1,22,0,NA,NA,NA,"28.5","31.8","25.7","18.4","44.3"
"Paya Lebar",2019,1,23,0,NA,NA,NA,"28.9","32.2","25.5","22.3","55.4"
"Paya Lebar",2019,1,24,0,NA,NA,NA,"28.3","31.8","25","17.3","46.4"
"Paya Lebar",2019,1,25,0.5,NA,NA,NA,"27.8","30.6","24.7","17.3","46.4"
"Paya Lebar",2019,1,26,0,NA,NA,NA,"27.9","31","25","19.4","38.9"
"Paya Lebar",2019,1,27,0,NA,NA,NA,"28.7","32.4","26","21.6","46.4"
"Paya Lebar",2019,1,28,0.6,NA,NA,NA,"27.5","29.1","25.6","17.6","44.3"
"Paya Lebar",2019,1,29,0.2,NA,NA,NA,"28.4","32.4","25.8","19.1","44.3"
"Paya Lebar",2019,1,30,0,NA,NA,NA,"28.7","32.4","25.7","19.1","46.4"
"Paya Lebar",2019,1,31,0,NA,NA,NA,"28.6","32.6","25.6","14.4","38.9"
"Macritchie Reservoir",2019,1,1,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,2,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,3,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,5,15.8,12,15.6,15.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,6,0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,7,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,8,5,3.6,3.6,4.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,9,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,10,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,11,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,12,64.6,41.8,59.6,64.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,13,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,14,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,17,16.8,13.2,13.6,14.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,18,39,16,17.6,19.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,21,7.2,6,7.2,7.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,22,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,23,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,24,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,25,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,26,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,28,0.6,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,29,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2019,1,31,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,1,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,2,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,3,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,5,35.8,35.6,35.8,35.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,7,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,8,4.8,2.4,4,4.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,9,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,10,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,11,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,12,12.6,10.8,11.8,12.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,13,3.4,3,3.2,3.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,14,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,17,20,11,11.4,16.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,18,36,8.8,9.6,12.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,21,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,22,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,23,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,24,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,25,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,26,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,27,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,28,1,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,29,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2019,1,31,0,0,0,0,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2019,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2019,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2019,1,1,0,0,0,0,"28","33.1","24.8","9","48.2"
"Admiralty",2019,1,2,0,0,0,0,"28.4","32.1","25.8","11.5","35.6"
"Admiralty",2019,1,3,0,0,0,0,"28.7","31.2","26.6","16.2","51.1"
"Admiralty",2019,1,4,0,0,0,0,"29","31.8","26.9","13","38.5"
"Admiralty",2019,1,5,0.2,0.2,0.2,0.2,"28","33","26.4","9.4","29.2"
"Admiralty",2019,1,6,0,0,0,0,"28.1","31.6","26","15.8","45.7"
"Admiralty",2019,1,7,0,0,0,0,"28.2","31.9","26.1","18.7","45.7"
"Admiralty",2019,1,8,0,0,0,0,"27.7","31.2","25.6","14","37.1"
"Admiralty",2019,1,9,0,0,0,0,"27.9","31.6","25.8","16.9","46.8"
"Admiralty",2019,1,10,0,0,0,0,"28.2","32","25.8","17.6","47.5"
"Admiralty",2019,1,11,0.8,0.6,0.6,0.6,"27.8","31.4","25.2","16.2","43.9"
"Admiralty",2019,1,12,2,1.4,1.6,2,"28.1","33.2","25.2","13","36"
"Admiralty",2019,1,13,9,4,5.8,8.4,"27.1","31.9","25.3","11.5","43.6"
"Admiralty",2019,1,14,0.4,0.4,0.4,0.4,"27.4","31.9","25.1","13.7","39.2"
"Admiralty",2019,1,15,0,0,0,0,"28","32","25.2","11.5","32"
"Admiralty",2019,1,16,0,0,0,0,"27.8","31.4","25.2","14","40.7"
"Admiralty",2019,1,17,45.8,16.4,25.4,36.2,"25.8","30.9","24","10.8","39.6"
"Admiralty",2019,1,18,44.4,13.4,17,23.6,"25.6","28.2","23.1","13.3","41.8"
"Admiralty",2019,1,19,0,0,0,0,"27.1","30.8","24.5","13.7","44.3"
"Admiralty",2019,1,20,0,0,0,0,"27.7","32.1","25","15.1","43.6"
"Admiralty",2019,1,21,2.8,2.6,2.6,2.8,"27.7","31.8","25.5","14.8","45"
"Admiralty",2019,1,22,0,0,0,0,"27.3","30.4","25.2","14.8","44.6"
"Admiralty",2019,1,23,0,0,0,0,"27.5","31.1","25.4","19.8","58.7"
"Admiralty",2019,1,24,0.6,0.6,0.6,0.6,"26.9","30.4","25.1","16.6","49"
"Admiralty",2019,1,25,0,0,0,0,"26.7","29.7","24.7","15.8","45.4"
"Admiralty",2019,1,26,0,0,0,0,"26.6","29.8","24.6","16.2","45"
"Admiralty",2019,1,27,0.2,0.2,0.2,0.2,"27.3","31.5","25.3","19.1","46.8"
"Admiralty",2019,1,28,0.4,0.2,0.2,0.2,"26.2","28.6","24.6","15.8","48.6"
"Admiralty",2019,1,29,0.2,0.2,0.2,0.2,"27.3","31.5","25.1","18.7","50.4"
"Admiralty",2019,1,30,0,0,0,0,"27.4","31.2","25.2","17.3","46.4"
"Admiralty",2019,1,31,0,0,0,0,"27.1","31","25.2","14.4","41.8"
"Admiralty West",2019,1,1,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,2,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,3,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,5,1.6,1.6,1.6,1.6,NA,NA,NA,NA,NA
"Admiralty West",2019,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,7,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,8,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,9,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,10,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,11,0.6,0.4,0.4,0.4,NA,NA,NA,NA,NA
"Admiralty West",2019,1,12,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,13,8.6,4.8,5,7,NA,NA,NA,NA,NA
"Admiralty West",2019,1,14,0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA
"Admiralty West",2019,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,17,40,14.6,20.6,28.6,NA,NA,NA,NA,NA
"Admiralty West",2019,1,18,51,19.6,24.6,30.8,NA,NA,NA,NA,NA
"Admiralty West",2019,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,21,0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA
"Admiralty West",2019,1,22,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,23,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,24,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,25,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Admiralty West",2019,1,26,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,27,1.6,1.6,1.6,1.6,NA,NA,NA,NA,NA
"Admiralty West",2019,1,28,0.8,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Admiralty West",2019,1,29,1,1,1,1,NA,NA,NA,NA,NA
"Admiralty West",2019,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Admiralty West",2019,1,31,0,0,0,0,NA,NA,NA,NA,NA
"Pulau Ubin",2019,1,1,0,0,0,0,"27.7","33.7","23.9",NA,NA
"Pulau Ubin",2019,1,2,0,0,0,0,"28.5","32.4","25.4","11.9","30.6"
"Pulau Ubin",2019,1,3,0,0,0,0,"29","32.5","24.7","11.5","37.8"
"Pulau Ubin",2019,1,4,0,0,0,0,"28.7","32.7","25.4","10.1","34.9"
"Pulau Ubin",2019,1,5,3.2,3,3.2,3.2,"27.2","32.7","25.2","17.3","43.6"
"Pulau Ubin",2019,1,6,0,0,0,0,"27.9","32.4","25.2","16.2","40.7"
"Pulau Ubin",2019,1,7,0,0,0,0,"28.2","31.9","25.2","10.1","38.2"
"Pulau Ubin",2019,1,8,6.8,5.2,6.4,6.6,"27.5","31.3","25.3","16.2","41.4"
"Pulau Ubin",2019,1,9,0,0,0,0,"28","31.9","24.9","13","33.5"
"Pulau Ubin",2019,1,10,0,0,0,0,"27.9","32","24.7","9","42.1"
"Pulau Ubin",2019,1,11,2,2,2,2,"27.3","31.9","24.5","15.1","49.7"
"Pulau Ubin",2019,1,12,0,0,0,0,"27.5","32.6","23.6","14","36"
"Pulau Ubin",2019,1,13,5.6,5.4,5.4,5.4,"27","31.9","24.2","20.5","49.3"
"Pulau Ubin",2019,1,14,0.6,0.6,0.6,0.6,"27.1","31.6","24.2","10.8","35.6"
"Pulau Ubin",2019,1,15,0,0,0,0,"27.8","32.7","24.8","10.4","27.7"
"Pulau Ubin",2019,1,16,0,0,0,0,"27.7","32.1","24.7","11.2","32.4"
"Pulau Ubin",2019,1,17,22.4,8.8,8.8,8.8,"26.2","31.8","23.8","11.5","31.7"
"Pulau Ubin",2019,1,18,54,15.6,24,32.8,"25.6","28.5","23.6","15.8","50.8"
"Pulau Ubin",2019,1,19,0,0,0,0,"26.9","30.6","23.5","19.4","49.7"
"Pulau Ubin",2019,1,20,0,0,0,0,"27.7","32.1","24.6","14.4","40"
"Pulau Ubin",2019,1,21,0,0,0,0,"27.7","31.6","25.3","24.8","57.2"
"Pulau Ubin",2019,1,22,0,0,0,0,"27.4","31.1","25.1","18.7","47.9"
"Pulau Ubin",2019,1,23,0,0,0,0,"27.5","31.4","25","14.8","47.9"
"Pulau Ubin",2019,1,24,0,0,0,0,"27.2","30.6","24.7","16.2","55.4"
"Pulau Ubin",2019,1,25,0.4,0.4,0.4,0.4,"26.5","30.2","23.6","14","52.2"
"Pulau Ubin",2019,1,26,0,0,0,0,"26.9","29.8","23.8","14","45.7"
"Pulau Ubin",2019,1,27,0,0,0,0,"27.6","31.5","25.3","18.4","50.4"
"Pulau Ubin",2019,1,28,0,0,0,0,"26.5","28.5","25.3","24.5","54"
"Pulau Ubin",2019,1,29,0,0,0,0,"27.4","32","25.4","19.1","55.4"
"Pulau Ubin",2019,1,30,0,0,0,0,"27.5","31.5","25.2","11.5","41.8"
"Pulau Ubin",2019,1,31,0,0,0,0,"27","31.3","23.9","14","41"
"East Coast Parkway",2019,1,1,1,1,1,1,"28.4","32.2","26.1","13","36.4"
"East Coast Parkway",2019,1,2,0,0,0,0,"29.4","32.3","26.5","15.8","39.2"
"East Coast Parkway",2019,1,3,0,0,0,0,"29.5","31.8","27.7","18.7","50.8"
"East Coast Parkway",2019,1,4,0,0,0,0,"29.8","32.3","27.5","15.8","39.2"
"East Coast Parkway",2019,1,5,0.8,0.6,0.8,0.8,"28.3","29.6","27","13","36.7"
"East Coast Parkway",2019,1,6,1.4,1.4,1.4,1.4,"28.7","31.1","26.8","17.6","47.5"
"East Coast Parkway",2019,1,7,0,0,0,0,"29","31.5","27.2","18.4","50"
"East Coast Parkway",2019,1,8,8.8,8.6,8.6,8.6,"28.5","30.5","26.5","16.6","49.3"
"East Coast Parkway",2019,1,9,0,0,0,0,"28.6","30.8","26.9","18.4","45.4"
"East Coast Parkway",2019,1,10,0,0,0,0,"28.8","31.3","26.8","17.6","44.3"
"East Coast Parkway",2019,1,11,6.6,5.8,6,6,"28.2","30.9","25.3","17.3","44.3"
"East Coast Parkway",2019,1,12,0,0,0,0,"28.4","31.4","26","16.2","38.9"
"East Coast Parkway",2019,1,13,1,1,1,1,"28.4","31.3","26.6","16.6","47.5"
"East Coast Parkway",2019,1,14,1.2,1,1,1,"28.2","30.9","26.1","16.6","46.1"
"East Coast Parkway",2019,1,15,0,0,0,0,"28.4","31.8","26.6","14.4","38.5"
"East Coast Parkway",2019,1,16,0,0,0,0,"28.5","31.3","26.7","16.6","44.3"
"East Coast Parkway",2019,1,17,10.8,5.6,5.8,6,"27.4","31.7","25","14.8","44.6"
"East Coast Parkway",2019,1,18,28.4,9.2,10,14,"26","28.4","23.4","15.1","41"
"East Coast Parkway",2019,1,19,0,0,0,0,"27.6","29.9","25.5","17.3","47.9"
"East Coast Parkway",2019,1,20,0,0,0,0,"28.2","31.4","26.3","18.4","54.4"
"East Coast Parkway",2019,1,21,0.2,0.2,0.2,0.2,"28.1","30.5","26.7","17.3","52.9"
"East Coast Parkway",2019,1,22,0,0,0,0,"27.8","30.1","26.2","18.4","49.7"
"East Coast Parkway",2019,1,23,0,0,0,0,"28.2","30.8","26.4","20.5","57.2"
"East Coast Parkway",2019,1,24,0,0,0,0,"27.8","29.9","26.6","19.4","54"
"East Coast Parkway",2019,1,25,0,0,0,0,"27.5","29.2","25.9","19.8","53.6"
"East Coast Parkway",2019,1,26,0,0,0,0,"27.6","29.4","26.2","21.6","54.7"
"East Coast Parkway",2019,1,27,0.8,0.8,0.8,0.8,"28","30.6","26.3","21.6","55.4"
"East Coast Parkway",2019,1,28,1.4,0.8,0.8,0.8,"27.2","28.4","26.2","19.4","50"
"East Coast Parkway",2019,1,29,0,0,0,0,"27.9","30.6","26.5","20.9","53.6"
"East Coast Parkway",2019,1,30,0,0,0,0,"28","30.5","26.5","20.9","51.5"
"East Coast Parkway",2019,1,31,0,0,0,0,"27.9","30.8","26.2","16.6","44.6"
"Marina Barrage",2019,1,1,0,0,0,0,"28.9","34.5","25.8","7.2","26.3"
"Marina Barrage",2019,1,2,0,0,0,0,"29.5","33.2","26.3","10.1","32.8"
"Marina Barrage",2019,1,3,0,0,0,0,"29.5","32.9","27.1","11.9","44.6"
"Marina Barrage",2019,1,4,0,0,0,0,"29.8","32.5","27.1","9","32.4"
"Marina Barrage",2019,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2019,1,6,0,0,0,0,NA,NA,NA,"13","34.9"
"Marina Barrage",2019,1,7,0,0,0,0,"29","32.7","26.9","12.2","37.1"
"Marina Barrage",2019,1,8,13,4.6,4.8,9,"28.1","32.5","25.5","9","35.3"
"Marina Barrage",2019,1,9,0,0,0,0,"28.8","32.3","26.6","11.5","35.3"
"Marina Barrage",2019,1,10,0,0,0,0,"29","32.4","26.8","11.9","36.4"
"Marina Barrage",2019,1,11,0,0,0,0,"28.6","32.6","26.1","11.2","34.2"
"Marina Barrage",2019,1,12,19.2,11.6,18.2,19.2,"28.6","34.4","25.3","9.4","35.3"
"Marina Barrage",2019,1,13,1.4,0.8,1.4,1.4,"28.4","32.3","26.4","9.4","37.8"
"Marina Barrage",2019,1,14,0.4,0.4,0.4,0.4,"28.3","31.6","26.8","10.4","36.4"
"Marina Barrage",2019,1,15,47.2,26.6,42.2,47.2,NA,"34.2","24.3","7.9","66.2"
"Marina Barrage",2019,1,16,0.2,0.2,0.2,0.2,"28.5","32.2","26","10.1","31"
"Marina Barrage",2019,1,17,18,13,13,15.2,"27.1","32","25.2","8.6","34.2"
"Marina Barrage",2019,1,18,29.6,5.2,8.6,13.2,"26.2","28.6","24","10.8","36.7"
"Marina Barrage",2019,1,19,0,0,0,0,"27.8","30.7","25.5","10.4","32.8"
"Marina Barrage",2019,1,20,0,0,0,0,"28.5","32.9","26.2","11.5","37.8"
"Marina Barrage",2019,1,21,9.2,7.8,8,9,"28.1","31.8","26","9.4","30.6"
"Marina Barrage",2019,1,22,0,0,0,0,"28","30.7","25.9","12.2","38.5"
"Marina Barrage",2019,1,23,0,0,0,0,"28.3","31.4","26.5","14","43.6"
"Marina Barrage",2019,1,24,0,0,0,0,"27.7","30.8","26.2","12.2","40.7"
"Marina Barrage",2019,1,25,0,0,0,0,"27.5","29.9","26.1","12.2","36.7"
"Marina Barrage",2019,1,26,0,0,0,0,"27.5","30.2","25.7","13.7","37.4"
"Marina Barrage",2019,1,27,0,0,0,0,"28.1","31.6","26.4","14.8","39.6"
"Marina Barrage",2019,1,28,0,0,0,0,NA,NA,NA,"12.6","38.2"
