"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Macritchie Reservoir",2018,1,10,19.8,2.2,3.8,6.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,11,11.8,1,1.6,2.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,12,7.4,0.6,1.2,2.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,17,1,1,1,1,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,18,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,19,48.6,27.2,39.8,47.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,20,4.4,2.4,4.2,4.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,21,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,22,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,23,5,3,4.2,5,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,24,9.6,4.2,4.8,5.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,25,3.8,3.2,3.4,3.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,26,39.6,18.8,20.4,30.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,28,5.4,3.8,3.8,5.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,29,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,30,5.6,4,5.6,5.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2018,1,31,16.6,7.6,7.6,14.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,2,0.6,0.4,0.4,0.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,3,18.4,15.8,18.2,18.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,4,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,5,8.4,4.4,6.8,8.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,7,33.4,28.6,29.6,29.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,8,67.2,24.6,39.2,52.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,9,6.2,2.6,3.6,5.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,15,0.8,0.4,0.6,0.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,17,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,18,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,19,4.8,3.8,4.2,4.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,20,16.8,12.8,15.8,16.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,21,1.2,1.2,1.2,1.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,22,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,23,7.4,6.8,7.2,7.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,24,9.4,5.2,6,7.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,25,12.2,9.8,10.8,11.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,26,17,8.8,11.2,11.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,28,9.6,5.2,7.4,9.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,29,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,30,8,5.4,8,8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2018,1,31,11.4,5.6,8.4,10.8,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,19,3.8,1.6,2.2,3.6,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,20,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,21,0,0,0,0,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,22,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,23,19.4,16.4,16.4,19.2,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,24,87.8,28,35.6,60,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,25,4.6,4.2,4.2,4.2,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,26,11.2,9.4,10.8,11,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,28,6.8,5.6,5.6,6.2,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,29,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Jurong (North)",2018,1,31,0,0,0,0,NA,NA,NA,NA,NA
"Semakau Island",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2018,1,16,NA,NA,NA,NA,NA,NA,NA,17.3,"34.6"
"Semakau Island",2018,1,17,25.8,19.2,25.4,25.8,NA,NA,NA,14,"36.7"
"Semakau Island",2018,1,18,4.6,2.2,2.4,2.4,NA,NA,NA,15.5,"37.8"
"Semakau Island",2018,1,19,6,6,6,6,NA,NA,NA,11.2,"27.7"
"Semakau Island",2018,1,20,0.2,0.2,0.2,0.2,NA,NA,NA,11.5,"24.8"
"Semakau Island",2018,1,21,0,0,0,0,NA,NA,NA,16.2,"36.4"
"Semakau Island",2018,1,22,0,0,0,0,NA,NA,NA,16.6,"40"
"Semakau Island",2018,1,23,1.4,1,1.2,1.2,NA,NA,NA,14.8,"40"
"Semakau Island",2018,1,24,81.8,22.6,31,53,NA,NA,NA,15.5,"52.2"
"Semakau Island",2018,1,25,0.8,0.2,0.4,0.4,NA,NA,NA,16.6,"36.4"
"Semakau Island",2018,1,26,0.2,0.2,0.2,0.2,NA,NA,NA,15.8,"34.6"
"Semakau Island",2018,1,27,0,0,0,0,NA,NA,NA,16.9,"51.8"
"Semakau Island",2018,1,28,0,0,0,0,NA,NA,NA,16.6,"33.8"
"Semakau Island",2018,1,29,0.2,0.2,0.2,0.2,NA,NA,NA,21.2,"55.1"
"Semakau Island",2018,1,30,0,0,0,0,NA,NA,NA,18.7,"40.7"
"Semakau Island",2018,1,31,0.2,0.2,0.2,0.2,NA,NA,NA,18.4,"37.8"
"Admiralty",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2018,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2018,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2018,1,5,5,2,3.6,5,25.9,"28.2","24.8",5.8,"18"
"Admiralty",2018,1,6,0,0,0,0,27.1,"31.2","24.6",6.8,"23"
"Admiralty",2018,1,7,2.4,2,2,2.4,26.6,"32.1","24.2",9,"28.8"
"Admiralty",2018,1,8,48,17,26,35.2,26.3,"31.6","22.6",6.8,"22.3"
"Admiralty",2018,1,9,7.2,5.2,7,7,26.9,"32.1","25.1",8.6,"32.4"
"Admiralty",2018,1,10,22.2,3.2,5.6,9,24.4,"26.3","23.1",8.6,"29.2"
"Admiralty",2018,1,11,14.4,1,1.6,2.8,23.4,"25.4","21.7",10.8,"40"
"Admiralty",2018,1,12,8.6,0.8,1.4,2,22.5,"23.4","21.7",11.5,"33.5"
"Admiralty",2018,1,13,15.6,3.4,4.2,5.8,22.7,"23.4","22",9.4,"24.8"
"Admiralty",2018,1,14,5.8,1,1.6,2.8,23.1,"24.8","21.2",11.5,"38.2"
"Admiralty",2018,1,15,0.6,0.4,0.4,0.6,24.5,"27.3","22.6",10.8,"33.8"
"Admiralty",2018,1,16,0,0,0,0,25.9,"29.1","23.3",11.5,"28.4"
"Admiralty",2018,1,17,0,0,0,0,27,"31","24.6",13.3,"35.6"
"Admiralty",2018,1,18,0,0,0,0,27,"31.1","24.5",13.7,"35.3"
"Admiralty",2018,1,19,5.6,3.2,3.2,5.2,26.7,"33.4","24.1",9,"37.4"
"Admiralty",2018,1,20,6.8,5.6,5.6,5.6,26.3,"33.2","24.7",6.8,"32.4"
"Admiralty",2018,1,21,1.6,1.6,1.6,1.6,27.6,"33.6","24.2",9.4,"28.4"
"Admiralty",2018,1,22,0,0,0,0,27.7,"31.9","25.1",8.3,"35.6"
"Admiralty",2018,1,23,20,11.4,13,20,26.7,"30","24.1",8.3,"36"
"Admiralty",2018,1,24,5.4,3.2,4,4.8,26.6,"31.6","23.5",7.6,"34.6"
"Admiralty",2018,1,25,12,9,9.8,12,26.7,"31.6","24.1",7.9,"29.5"
"Admiralty",2018,1,26,0.4,0.4,0.4,0.4,26.4,"31.3","24.8",8.3,"34.6"
"Admiralty",2018,1,27,0,0,0,0,27.5,"33.1","24.8",9,"28.1"
"Admiralty",2018,1,28,28,22.8,27.4,27.8,26.6,"33","23",9,"44.6"
"Admiralty",2018,1,29,0,0,0,0,27.5,"32.3","24.1",9.7,"34.6"
"Admiralty",2018,1,30,8.4,7.6,8,8.4,27.7,"34.7","25.4",9.4,"44.3"
"Admiralty",2018,1,31,5.6,2.6,2.8,5.4,27.7,"33.1","23.9",12.2,"32.4"
"Pulau Ubin",2018,1,1,20.8,3.4,4.6,7.2,24.6,"26.6","23.6",10.1,"52.6"
"Pulau Ubin",2018,1,2,0.6,0.4,0.6,0.6,25.3,"27.7","24",9,"24.1"
"Pulau Ubin",2018,1,3,18.2,11.8,13.6,16,25.8,"31.1","23.5",11.5,"29.2"
"Pulau Ubin",2018,1,4,0.2,0.2,0.2,0.2,25.8,"28.6","24.3",9.7,"24.1"
"Pulau Ubin",2018,1,5,0.4,0.2,0.2,0.2,25.5,"28.5","23.9",7.9,"20.2"
"Pulau Ubin",2018,1,6,0,0,0,0,26.5,"30","23.5",9.7,"28.8"
"Pulau Ubin",2018,1,7,3.4,2.2,3,3,26.2,"31.6","23.2",9.4,"35.6"
"Pulau Ubin",2018,1,8,20.4,15.4,20,20.4,25.6,"30.5","22.9",8.6,"27"
"Pulau Ubin",2018,1,9,0.6,0.6,0.6,0.6,26.7,"32.2","24",9.7,"37.1"
"Pulau Ubin",2018,1,10,32.8,3.8,6,9.8,24.1,"26.1","22.8",7.6,"39.6"
"Pulau Ubin",2018,1,11,12.6,0.8,1.6,2.4,23.4,"25.4","22.1",8.3,"23.8"
"Pulau Ubin",2018,1,12,11.4,1,1.6,2.6,22.6,"23.4","21.9",7.6,"34.6"
"Pulau Ubin",2018,1,13,45.2,9,13.2,21,22.7,"23.3","22.2",7.2,"33.8"
"Pulau Ubin",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulau Ubin",2018,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulau Ubin",2018,1,16,0,0,0,0,25.7,"29.1","22.2",10.4,"24.8"
"Pulau Ubin",2018,1,17,0,0,0,0,26.8,"31.3","24.2",11.5,"37.1"
"Pulau Ubin",2018,1,18,0,0,0,0,26.7,"30.7","24.1",11.5,"29.5"
"Pulau Ubin",2018,1,19,11.4,10.8,11.2,11.2,25.8,"31.6","23.6",10.4,"33.5"
"Pulau Ubin",2018,1,20,15.2,12,12,12.6,25.4,"30.2","23.8",12.2,"59"
"Pulau Ubin",2018,1,21,1.2,1.2,1.2,1.2,26.8,"33.3","23.5",11.2,"29.5"
"Pulau Ubin",2018,1,22,0.2,0.2,0.2,0.2,26.8,"32.5","23.7",11.5,"27.4"
"Pulau Ubin",2018,1,23,1.6,1.6,1.6,1.6,26.4,"29.7","24.7",11.5,"27.7"
"Pulau Ubin",2018,1,24,0,0,0,0,26.2,"31.1","23.8",12.2,"30.6"
"Pulau Ubin",2018,1,25,23.8,19.8,22.6,23.6,25.9,"30.2","24.1",12.2,"29.2"
"Pulau Ubin",2018,1,26,0.2,0.2,0.2,0.2,25.6,"30","23.8",12.6,"28.1"
"Pulau Ubin",2018,1,27,2.8,2.8,2.8,2.8,26.5,"30.8","24.3",12.6,"36.7"
"Pulau Ubin",2018,1,28,3.2,1.6,1.8,2.6,25.6,"31.6","22.8",13.7,"60.5"
"Pulau Ubin",2018,1,29,0,0,0,0,27.3,"33.2","23.2",11.9,"32.4"
"Pulau Ubin",2018,1,30,58.8,36,54.4,58.8,26.2,"31.7","21.2",12.2,"51.8"
"Pulau Ubin",2018,1,31,0.2,0.2,0.2,0.2,27,"32.3","24.3",11.2,"34.6"
"East Coast Parkway",2018,1,1,15.8,5,7.8,8.4,25.5,"27.1","24.2",8.6,"33.5"
"East Coast Parkway",2018,1,2,0.2,0.2,0.2,0.2,26.4,"27.8","25.1",10.4,"33.1"
"East Coast Parkway",2018,1,3,20,8.4,12.8,20,26.9,"30.4","25.2",9.4,"40.7"
"East Coast Parkway",2018,1,4,0.2,0.2,0.2,0.2,26.8,"28.3","25.8",11.2,"37.8"
"East Coast Parkway",2018,1,5,1.2,1,1,1.2,26.6,"28.3","24.8",8.3,"32.8"
"East Coast Parkway",2018,1,6,0,0,0,0,27.2,"29.2","25.3",9.7,"24.5"
"East Coast Parkway",2018,1,7,0,0,0,0,27.2,"29.1","26.1",10.8,"32.4"
"East Coast Parkway",2018,1,8,34,21.8,32.6,33.8,27.2,"29.9","24.2",9.4,"33.8"
"East Coast Parkway",2018,1,9,2.6,2.6,2.6,2.6,27.5,"31.1","25.6",10.1,"54.4"
"East Coast Parkway",2018,1,10,23,2.8,4.8,7.4,25.5,"27.4","23.6",9.7,"26.6"
"East Coast Parkway",2018,1,11,9.2,0.8,1.2,2.2,24.3,"26.1","22.6",14.8,"41"
"East Coast Parkway",2018,1,12,6.6,0.6,1.2,2,23.5,"24.5","22.6",15.1,"38.5"
"East Coast Parkway",2018,1,13,30.2,3.4,5.6,10.6,23.4,"24.3","22.8",12.6,"41.4"
"East Coast Parkway",2018,1,14,5.6,0.8,1.4,2.2,24,"25.6","22.1",12.2,"34.6"
"East Coast Parkway",2018,1,15,0.8,0.4,0.6,0.6,25.7,"28.4","23.3",11.5,"34.9"
"East Coast Parkway",2018,1,16,0,0,0,0,26.7,"29.3","24.4",10.8,"31.3"
"East Coast Parkway",2018,1,17,0,0,0,0,27.5,"30.9","25.5",13.3,"44.3"
"East Coast Parkway",2018,1,18,0,0,0,0,27.5,"30.4","25.3",13.7,"45"
"East Coast Parkway",2018,1,19,0.2,0.2,0.2,0.2,27.4,"31.3","25.4",10.4,"40.3"
"East Coast Parkway",2018,1,20,3.6,3.2,3.6,3.6,26.8,"28.8","25.4",7.9,"35.3"
"East Coast Parkway",2018,1,21,0,0,0,0,27.2,"30","25.6",10.8,"35.3"
"East Coast Parkway",2018,1,22,0,0,0,0,27.7,"32.1","25.9",9.4,"31.7"
"East Coast Parkway",2018,1,23,12.6,9.8,10.2,12,27,"30.1","25.2",9,"47.9"
"East Coast Parkway",2018,1,24,1.4,0.4,0.6,1,27,"30.4","25",9.4,"40.3"
"East Coast Parkway",2018,1,25,0.2,0.2,0.2,0.2,27.2,"30.5","25.3",9.7,"36.4"
"East Coast Parkway",2018,1,26,7.6,4.8,6.6,7.6,26.9,"29.8","25.2",9.4,"36.7"
"East Coast Parkway",2018,1,27,0.8,0.8,0.8,0.8,27.6,"32.1","25.8",9.7,"46.4"
"East Coast Parkway",2018,1,28,27.2,16.6,27.2,27.2,27,"31.4","24",9.4,"44.3"
"East Coast Parkway",2018,1,29,0,0,0,0,27.7,"32.4","25.5",11.2,"35.3"
"East Coast Parkway",2018,1,30,2,1.2,1.8,2,27.6,"31.8","24.3",10.8,"35.3"
"East Coast Parkway",2018,1,31,36,15,29.4,35.6,27.4,"32","23.3",12.2,"59"
"Marina Barrage",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,3,5,4.6,4.8,4.8,NA,NA,NA,6.5,"23.4"
"Marina Barrage",2018,1,4,0,0,0,0,26.9,"29.2","25.5",7.6,"25.2"
"Marina Barrage",2018,1,5,10,8.4,9.8,10,NA,NA,NA,4,"22"
"Marina Barrage",2018,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,8,37.6,22,33.4,34.4,27.8,"32.7","24.7",5,"23.4"
"Marina Barrage",2018,1,9,33.8,26.8,32.2,33.4,27.2,"32.9","24.1",7.2,"46.8"
"Marina Barrage",2018,1,10,17,2.2,3.8,6,25.1,"27.2","23.5",6.5,"24.8"
"Marina Barrage",2018,1,11,12.2,1.4,2.6,2.8,24,"26","22.5",11.2,"39.6"
"Marina Barrage",2018,1,12,5.4,0.6,1.2,1.8,23.2,"24.6","22.2",13,"33.1"
"Marina Barrage",2018,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,16,0,0,0,0,26.8,"30.1","23.9",9,"27.7"
"Marina Barrage",2018,1,17,0,0,0,0,NA,NA,NA,9,"27.7"
"Marina Barrage",2018,1,18,0.2,0.2,0.2,0.2,27.6,"32","25.4",10.4,"32.8"
"Marina Barrage",2018,1,19,18,15.8,17.6,17.8,NA,NA,NA,6.8,"26.6"
"Marina Barrage",2018,1,20,29.8,25.8,27.4,27.4,26.9,"31.4","23.6",5,"28.1"
"Marina Barrage",2018,1,21,0,0,0,0,28.1,"32.7","25.2",7.9,"29.2"
"Marina Barrage",2018,1,22,0,0,0,0,28.6,"33.1","25.5",7.2,"29.2"
"Marina Barrage",2018,1,23,6.2,4.2,6,6.2,27.5,"32.7","26",7.6,"41"
"Marina Barrage",2018,1,24,45.6,19.6,25,27.2,NA,NA,NA,6.1,"32.8"
"Marina Barrage",2018,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2018,1,26,19,5.6,10.4,12.6,NA,NA,NA,6.1,"19.8"
"Marina Barrage",2018,1,27,0.2,0.2,0.2,0.2,NA,"33","25.6",7.2,"22.7"
"Marina Barrage",2018,1,28,4,2.2,3,3,27.2,"32.9","25.1",6.8,"32.8"
"Marina Barrage",2018,1,29,0.6,0.6,0.6,0.6,28.2,"33.6","24.8",8.6,"36"
"Marina Barrage",2018,1,30,1.6,1.4,1.6,1.6,28.2,"32.8","25.7",8.3,"30.6"
"Marina Barrage",2018,1,31,15,6.6,11.2,14.2,27.8,"34","25",8.3,"25.6"
"Ang Mo Kio",2018,1,1,55.4,19.4,24.6,29.2,24.5,"26.2","23.4",4.3,"28.8"
"Ang Mo Kio",2018,1,2,7.6,4.6,6.2,7,25,"27.3","24.1",4.7,"22"
"Ang Mo Kio",2018,1,3,19.4,17.8,19.2,19.2,26.1,"31","23.8",4.3,"23.4"
"Ang Mo Kio",2018,1,4,0.2,0.2,0.2,0.2,26.1,"28.6","24.5",5.4,"22.7"
"Ang Mo Kio",2018,1,5,2.8,1.6,2.4,2.6,25.9,"28.4","24.8",4,"16.6"
"Ang Mo Kio",2018,1,6,0,0,0,0,27.1,"30.5","24.5",4.7,"20.2"
"Ang Mo Kio",2018,1,7,10.2,8.4,10.2,10.2,26.6,"30.7","24.1",5.4,"28.4"
"Ang Mo Kio",2018,1,8,77.2,32,43.8,67.4,26.4,"31","22.6",4.3,"24.1"
