"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Macritchie Reservoir",2021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,5,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,8,12,7.4,9,10.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,9,36.6,12.8,19.2,20.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,10,101.8,11.6,19,26.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,11,3.4,1.2,1.6,3.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,12,13.8,3.4,3.4,6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,13,1.2,0.4,0.4,0.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,14,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,17,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,18,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,21,35.2,25.6,32.2,34.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,22,36.8,27.4,36.6,36.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,23,31.4,22.2,27.4,31,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,24,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,25,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,26,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,28,16.2,8.6,8.6,10,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,29,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,1,31,2.4,1,1,1.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,1,83.8,11.8,18.4,32.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,2,119.6,17,20.6,34.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,3,2.8,0.8,1,1.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,5,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,7,1.4,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,8,10.4,7.4,7.8,8.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,9,42,13.8,19.4,26.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,10,98.6,11,17.4,23.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,11,2.6,1,1.2,3.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,12,13.6,6.2,6.4,6.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,13,1.8,1,1,1.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,14,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,17,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,18,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,21,21.4,16.8,19.8,20.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,22,23.4,19,23,23.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,23,42.8,28,41.4,42.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,24,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,25,1,1,1,1,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,26,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,27,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,28,14.4,6,6,7.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,29,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,30,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,1,31,1.2,1.2,1.2,1.2,NA,NA,NA,NA,NA
"Semakau Island",2021,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2021,1,1,63.2,17.8,24,31.8,24,25.8,21.4,14.9,50
"Admiralty",2021,1,2,122.8,16.2,23.4,32.6,22.8,24.4,21.4,12.3,46.1
"Admiralty",2021,1,3,2,1,1.4,1.6,23.7,25.7,22.9,13,27.8
"Admiralty",2021,1,4,0.2,0.2,0.2,0.2,25,27.7,22.7,15.3,30.9
"Admiralty",2021,1,5,0,0,0,0,26.7,30.8,23.8,18.5,43.2
"Admiralty",2021,1,6,0,0,0,0,26.4,29.1,24.8,17.2,42.8
"Admiralty",2021,1,7,2,1,1.2,1.2,24.2,25.4,23.4,16.2,39.3
"Admiralty",2021,1,8,14.6,6.6,6.8,7.2,25.4,28,23.5,20.1,56.1
"Admiralty",2021,1,9,17.2,5.4,5.8,5.8,25,27.2,23.9,18.3,50.4
"Admiralty",2021,1,10,106.8,14.4,19.2,24,23.6,23.9,23.3,12.5,40.4
"Admiralty",2021,1,11,2.2,0.6,0.6,0.8,25.3,28.2,23.7,23.2,52.6
"Admiralty",2021,1,12,8.4,1.6,2.6,2.8,24.9,27.4,23.2,23.9,70.2
"Admiralty",2021,1,13,0.6,0.6,0.6,0.6,24.8,27,23.4,21.5,57.6
"Admiralty",2021,1,14,0,0,0,0,25.6,28.7,23.2,20.6,46.5
"Admiralty",2021,1,15,0,0,0,0,26.6,31.1,24.2,22.6,43.5
"Admiralty",2021,1,16,0,0,0,0,26.7,30.7,24.5,23.1,44.6
"Admiralty",2021,1,17,0,0,0,0,26.8,29.9,24.5,25.8,55.4
"Admiralty",2021,1,18,0,0,0,0,26,28.3,24.5,28.8,68.3
"Admiralty",2021,1,19,0,0,0,0,26,29.2,23.9,22.9,48.9
"Admiralty",2021,1,20,0,0,0,0,26,29.1,23.8,21,44.3
"Admiralty",2021,1,21,19.4,12,15,19.4,25.8,30.4,23.4,19.8,43.5
"Admiralty",2021,1,22,0.2,0.2,0.2,0.2,25.8,30.7,23.6,19.1,43.2
"Admiralty",2021,1,23,31.8,30.8,31.6,31.8,25.9,31.2,23.4,19.9,44.6
"Admiralty",2021,1,24,0.4,0.2,0.2,0.2,26.2,31.7,23.4,20.4,44.6
"Admiralty",2021,1,25,15,13.4,14.6,14.6,26.4,31.8,24.4,19.7,42
"Admiralty",2021,1,26,0,0,0,0,26.8,31.6,24.3,20.4,42.4
"Admiralty",2021,1,27,0.2,0.2,0.2,0.2,26.4,29.9,24,19.9,42.8
"Admiralty",2021,1,28,2.4,2.2,2.4,2.4,25.9,29.7,24.1,21.7,52.2
"Admiralty",2021,1,29,0,0,0,0,26.5,30.4,23.8,23.6,49.3
"Admiralty",2021,1,30,0,0,0,0,26.5,30.5,24.2,24.5,58
"Admiralty",2021,1,31,0.2,0.2,0.2,0.2,26.2,29.1,23.9,22.8,51.9
"Pulau Ubin",2021,1,1,114.8,23.2,30.4,46.6,24.2,26.6,21.8,6.9,33.2
"Pulau Ubin",2021,1,2,186,22.8,38,57.2,22.9,24.4,21.5,5.6,37.8
"Pulau Ubin",2021,1,3,4.6,0.8,1.4,2.2,23.8,25.3,22.5,3.2,12.2
"Pulau Ubin",2021,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Pulau Ubin",2021,1,5,0.2,0.2,0.2,0.2,26,31.3,22.8,5.2,23
"Pulau Ubin",2021,1,6,0.8,0.4,0.4,0.4,26.3,29.9,24.2,5.1,25.2
"Pulau Ubin",2021,1,7,10.8,6,6.6,7.4,23.9,25.3,23.2,3.8,14.8
"Pulau Ubin",2021,1,8,19,4.8,5.6,7,25.2,28.2,23.7,4.6,30.6
"Pulau Ubin",2021,1,9,25.2,11.6,15.2,16,25.2,28.4,23.6,5.7,26.3
"Pulau Ubin",2021,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulau Ubin",2021,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulau Ubin",2021,1,12,15.6,7.8,8,8.8,25.3,28.5,23.5,9,35.6
"Pulau Ubin",2021,1,13,2.2,1.2,1.2,1.2,25.2,27.9,23.5,7.1,30.9
"Pulau Ubin",2021,1,14,0,0,0,0.2,25.6,28.8,23,6.5,24.8
"Pulau Ubin",2021,1,15,0,0,0,0,26.6,30.8,23.7,6.2,22.6
"Pulau Ubin",2021,1,16,0,0,0,0,26.6,30.3,23.8,6.3,24.8
"Pulau Ubin",2021,1,17,0,0,0,0,26.9,30.5,24.9,9.6,35.6
"Pulau Ubin",2021,1,18,0,0,0,0,26.3,28.9,25,10.5,40
"Pulau Ubin",2021,1,19,0,0,0,0,26.1,29.4,23.2,7.6,29.1
"Pulau Ubin",2021,1,20,0,0,0,0,26,29.5,23.5,6.9,23.3
"Pulau Ubin",2021,1,21,2.4,2.2,2.4,2.4,25.9,30.9,23.3,5.8,23.3
"Pulau Ubin",2021,1,22,13,12.4,13,13,25.3,30.5,22.7,3.9,18.7
"Pulau Ubin",2021,1,23,30.6,18.4,29.6,30.6,25.1,30.4,22.7,4.8,24.1
"Pulau Ubin",2021,1,24,0,0,0,0,26.2,31,22.5,6.3,23
"Pulau Ubin",2021,1,25,0,0,0,0,26.9,31.4,24.2,6.5,24.1
"Pulau Ubin",2021,1,26,0,0,0,0,26.8,32.1,23.6,6.7,24.1
"Pulau Ubin",2021,1,27,0,0,0,0,26.4,30.2,23.5,5.8,22.6
"Pulau Ubin",2021,1,28,8.4,8.2,8.4,8.4,26.1,29.8,23.1,6.4,28.2
"Pulau Ubin",2021,1,29,0,0,0,0,26.5,30.6,24,8,28.2
"Pulau Ubin",2021,1,30,0,0,0,0,26.6,30.7,24,8.4,31.3
"Pulau Ubin",2021,1,31,2.2,0.8,0.8,0.8,26.1,30,23.4,6.3,28.2
"East Coast Parkway",2021,1,1,136.2,20,27.8,47.4,24.8,26.9,21.9,9.3,38.5
"East Coast Parkway",2021,1,2,168.4,17.6,29,51.6,23.5,25.2,21.6,8.8,35.2
"East Coast Parkway",2021,1,3,6.6,1.6,2.6,4,24.4,25.4,23.8,5.1,15.7
"East Coast Parkway",2021,1,4,0,0,0,0,25.6,27.8,23.7,5.8,21.3
"East Coast Parkway",2021,1,5,0,0,0,0,26.7,30.7,24.2,8.1,33.5
"East Coast Parkway",2021,1,6,0,0,0,0,27,29.5,25.7,8.6,35.6
"East Coast Parkway",2021,1,7,1.8,0.6,0.6,0.8,25,26.4,24.2,7.2,28.2
"East Coast Parkway",2021,1,8,22,9,9.6,10.6,25.6,28,23.7,8,32.8
"East Coast Parkway",2021,1,9,17.2,5.4,5.4,5.6,25.8,28.3,24.4,8.7,31.3
"East Coast Parkway",2021,1,10,151,18.4,25.8,43.2,24.2,24.7,23.6,9.8,36.7
"East Coast Parkway",2021,1,11,1,0.6,1,2.8,26,28.2,24.5,13.3,43.9
"East Coast Parkway",2021,1,12,5,2,2,2.2,25.9,28.4,24.3,14.2,46.9
"East Coast Parkway",2021,1,13,1.8,0.6,0.6,0.8,25.7,27.4,23.9,10.6,45.4
"East Coast Parkway",2021,1,14,0.2,0.2,0.2,0.4,26,28.6,24.1,10.6,38.2
"East Coast Parkway",2021,1,15,0,0,0,0,26.9,29.8,25,10.5,33.5
"East Coast Parkway",2021,1,16,0,0,0,0,27,29.5,25.5,11.3,30.9
"East Coast Parkway",2021,1,17,0,0,0,0,27.1,29.6,25.6,15.9,47.2
"East Coast Parkway",2021,1,18,0,0,0,0,26.5,28.2,25.6,16.9,51.9
"East Coast Parkway",2021,1,19,0,0,0,0,26.5,28.7,24.9,12.7,38.9
"East Coast Parkway",2021,1,20,0,0,0,0,26.5,29.4,24.8,10.9,33.9
"East Coast Parkway",2021,1,21,3.2,2.6,3,3,26.5,29.7,24.7,10.3,35.6
"East Coast Parkway",2021,1,22,0.4,0.4,0.4,0.4,26.6,29.7,24.9,8.9,33.5
"East Coast Parkway",2021,1,23,8.8,7,8.6,8.8,26.3,29.7,24.1,9,31.7
"East Coast Parkway",2021,1,24,0,0,0,0,26.8,30.5,24.5,11.2,34.6
"East Coast Parkway",2021,1,25,0,0,0,0,27.5,30.8,25.6,11.3,36.7
"East Coast Parkway",2021,1,26,0,0,0,0,27.3,30.7,25.2,11.5,40.4
"East Coast Parkway",2021,1,27,0,0,0,0,27,29.7,25.3,10.8,32
"East Coast Parkway",2021,1,28,5.8,3.4,4.4,5.6,26.4,29.2,23.9,11,38.5
"East Coast Parkway",2021,1,29,0,0,0,0,26.9,29.8,24.9,13.6,42.8
"East Coast Parkway",2021,1,30,0,0,0,0,27,29.4,25.3,14.3,42.4
"East Coast Parkway",2021,1,31,0,0,0,0,26.7,29.3,24.8,12,32.8
"Marina Barrage",2021,1,1,102.4,15.6,29,50.4,24.7,26.7,22.1,11.3,49.3
"Marina Barrage",2021,1,2,151.8,23.4,30,55.2,23.5,25.1,22.3,9.2,35.6
"Marina Barrage",2021,1,3,3.4,0.6,1,2,24.4,25.2,23.7,6.6,21.7
"Marina Barrage",2021,1,4,0,0,0,0,25.6,27.9,23.5,6.4,19.8
"Marina Barrage",2021,1,5,0,0,0,0,27,31.1,24.5,8.2,28.2
"Marina Barrage",2021,1,6,0.2,0.2,0.2,0.2,27.2,29.8,25.5,10.5,32.4
"Marina Barrage",2021,1,7,0.6,0.2,0.2,0.2,25.2,26.3,24.3,9.8,28.2
"Marina Barrage",2021,1,8,9.4,3.6,5.8,6,25.9,27.9,24.2,8.6,37.4
"Marina Barrage",2021,1,9,44,20.4,25.2,26.2,25.9,28.9,24,10.4,37.8
"Marina Barrage",2021,1,10,113.8,16.2,25.2,39.2,24.3,24.6,23.8,11.7,40.4
"Marina Barrage",2021,1,11,1.8,1,1.2,3.8,25.9,28.6,24.5,14.4,42.4
"Marina Barrage",2021,1,12,22.2,13.4,15.8,15.8,25.5,28.2,23.7,13.6,52.6
"Marina Barrage",2021,1,13,1.8,0.6,0.6,0.6,25.6,27.7,23.8,12.3,41.1
"Marina Barrage",2021,1,14,0,0,0,0,26.2,28.8,24.2,11.1,37
"Marina Barrage",2021,1,15,0,0,0,0,27.2,31.3,24.6,9.5,33.5
"Marina Barrage",2021,1,16,0,0,0,0,27.3,30.8,25.3,9.5,29.1
"Marina Barrage",2021,1,17,0,0,0,0,27.3,30.4,25.5,15.2,43.5
"Marina Barrage",2021,1,18,0,0,0,0,26.5,28.5,24.8,16.7,51.9
"Marina Barrage",2021,1,19,0,0,0,0,26.6,29.4,24.7,12.6,35.9
"Marina Barrage",2021,1,20,0,0,0,0,26.7,30.3,24.9,11.2,31.3
"Marina Barrage",2021,1,21,17,13.4,16,17,26.5,30.9,24.6,9.5,36.3
"Marina Barrage",2021,1,22,0.2,0.2,0.2,0.2,26.7,32.2,24.6,7.4,24.1
"Marina Barrage",2021,1,23,2.8,1.2,1.4,2,26.3,30.9,24.7,9.4,29.1
"Marina Barrage",2021,1,24,0,0,0,0,27.2,31.6,24.8,10.5,28.9
"Marina Barrage",2021,1,25,3.6,3.6,3.6,3.6,27.4,31.9,25.3,9.4,27.4
"Marina Barrage",2021,1,26,0,0,0,0,27.5,31.4,25.3,10.2,29.1
"Marina Barrage",2021,1,27,0,0,0,0,27.3,30.6,25.4,10.4,29.1
"Marina Barrage",2021,1,28,10.8,5.4,5.6,8.2,26.4,29.8,24.2,10.7,32.4
"Marina Barrage",2021,1,29,0,0,0,0,27.1,30.4,25.2,13.1,37
"Marina Barrage",2021,1,30,0,0,0,0,27.2,30.6,25.2,14,39.3
"Marina Barrage",2021,1,31,0.4,0.2,0.2,0.4,26.9,29.7,25,12.3,35.2
"Ang Mo Kio",2021,1,1,94.4,16.4,25.2,49.4,24,26.2,21.5,6.2,34.3
"Ang Mo Kio",2021,1,2,114.4,17.6,22.6,33.8,23,24.5,21.6,5.4,30.2
"Ang Mo Kio",2021,1,3,5.2,1.8,3.2,4,23.9,25.3,23.2,3.6,12.2
"Ang Mo Kio",2021,1,4,0,0,0,0,25.1,27.9,23.1,4.1,16.9
"Ang Mo Kio",2021,1,5,0,0,0,0,26.9,31.6,24.1,5.7,28.2
"Ang Mo Kio",2021,1,6,0,0,0,0,26.9,30.3,25.1,5.8,25.6
"Ang Mo Kio",2021,1,7,1.6,0.6,0.8,0.8,24.4,26,23.8,4.9,18
"Ang Mo Kio",2021,1,8,12.6,8.4,9.8,10,25.3,27.5,24,6,35.9
"Ang Mo Kio",2021,1,9,35.4,10,14,14.8,25.2,27.3,23.8,6.2,31.3
"Ang Mo Kio",2021,1,10,118.6,10.4,19.6,30.2,23.7,24.1,23.4,6.2,24.8
"Ang Mo Kio",2021,1,11,3.4,1.2,1.4,3.2,25.4,28.7,23.9,9.2,33.9
"Ang Mo Kio",2021,1,12,11.2,4.8,4.8,5,25.1,28.4,23.5,8.9,49.3
"Ang Mo Kio",2021,1,13,1.6,0.8,1,1,25.1,27.2,23.4,7.6,38.2
"Ang Mo Kio",2021,1,14,0,0,0,0,25.7,28.8,23.3,6.9,30.6
"Ang Mo Kio",2021,1,15,0,0,0,0,26.7,31.3,24.1,7.7,30.2
"Ang Mo Kio",2021,1,16,0,0,0,0,26.9,30.3,24.6,7.4,26.3
"Ang Mo Kio",2021,1,17,0,0,0,0,27,30.7,24.7,10.1,36.3
"Ang Mo Kio",2021,1,18,0,0,0,0,26.1,28.3,24.7,11.1,45.7
"Ang Mo Kio",2021,1,19,0,0,0,0,26.1,29.6,23.8,8.7,31.3
"Ang Mo Kio",2021,1,20,0,0,0,0,26.2,29.2,23.9,7.6,31.7
"Ang Mo Kio",2021,1,21,14.2,10,11.4,13.8,26.1,31.4,24,6.9,33.2
"Ang Mo Kio",2021,1,22,18,15.4,17.8,18,25.6,30.8,23.8,5.6,30.2
"Ang Mo Kio",2021,1,23,24.6,18.6,23.6,24.4,25.6,30.4,23.4,6.2,32.4
"Ang Mo Kio",2021,1,24,0,0,0,0,26.5,31.6,23.4,7.3,33.5
"Ang Mo Kio",2021,1,25,13,6.8,12.6,13,26.8,31.5,24.6,6.6,25.2
"Ang Mo Kio",2021,1,26,0,0,0,0,27.1,32,24.2,7.1,27.8
"Ang Mo Kio",2021,1,27,0,0,0,0,26.7,30.9,24.2,6.4,33.2
"Ang Mo Kio",2021,1,28,14.2,9,9.4,12.4,25.6,28.8,23.4,7.3,35.2
"Ang Mo Kio",2021,1,29,0,0,0,0,26.6,31.1,24,9.1,36.3
"Ang Mo Kio",2021,1,30,0,0,0,0,26.6,30.8,24.3,8.9,41.9
"Ang Mo Kio",2021,1,31,5.2,3.8,3.8,4.2,26.1,29.5,23.6,7.4,29.8
"Choa Chu Kang (West)",2021,1,1,47.4,8,14,17.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,2,103.2,14.2,22.8,29.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,3,1.4,0.6,0.8,1,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,4,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,5,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,6,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,7,0.8,0.4,0.6,0.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,8,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,9,42.4,12.6,18.6,20.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,10,69,5.2,8.4,14.4,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,11,3,0.6,1.2,2.2,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,12,11,2.4,3.4,4.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,13,3.6,2.2,2.2,2.4,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,14,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,15,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,16,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,17,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,18,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,19,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,20,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,1,21,18,9.4,13.2,13.6,NA,NA,NA,NA,NA
