"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Pasir Ris (Central)",2021,3,26,0,0,0,0,NA,NA,NA,NA,NA
"Pasir Ris (Central)",2021,3,27,11.2,7.4,8.2,11,NA,NA,NA,NA,NA
"Pasir Ris (Central)",2021,3,28,0,0,0,0,NA,NA,NA,NA,NA
"Pasir Ris (Central)",2021,3,29,7.6,6.4,6.8,7.4,NA,NA,NA,NA,NA
"Pasir Ris (Central)",2021,3,30,19,16.4,19,19,NA,NA,NA,NA,NA
"Pasir Ris (Central)",2021,3,31,65.2,31.6,55.2,64,NA,NA,NA,NA,NA
"Paya Lebar",2021,4,1,0,0,0,0,30.8,35.1,27.3,10.7,31.5
"Paya Lebar",2021,4,2,57,32.6,47.4,50.8,28.8,35,24,7.9,31.5
"Paya Lebar",2021,4,3,5,4.4,4.4,4.4,27.9,34.5,25.1,5.1,35.2
"Paya Lebar",2021,4,4,10.2,5.2,8.2,8.8,27.3,30.7,24.6,5.9,33.3
"Paya Lebar",2021,4,5,30.6,25.4,29.4,29.6,27,33.4,24.3,5.3,46.3
"Paya Lebar",2021,4,6,9,6.2,8.8,9,27.8,34,24.7,6.7,24.1
"Paya Lebar",2021,4,7,0.4,0.4,0.4,0.4,29.3,34.6,24.9,10.5,37
"Paya Lebar",2021,4,8,0.2,0.2,0.2,0.2,28.2,34.9,25.4,7.8,33.3
"Paya Lebar",2021,4,9,1.4,1.4,1.4,1.4,28.7,34.2,25.4,8.1,37
"Paya Lebar",2021,4,10,0,0,0,0,29.7,34.7,25.6,9.3,29.6
"Paya Lebar",2021,4,11,0,0,0,0,29.6,34.5,26.1,8.4,29.6
"Paya Lebar",2021,4,12,26.9,26.8,27,27,28.7,34.5,23.6,7.3,35.2
"Paya Lebar",2021,4,13,5.2,4.2,5.2,5.2,28.4,33.7,24.8,4.7,37
"Paya Lebar",2021,4,14,0,0,0,0,28.7,32.8,24.6,6.3,27.8
"Paya Lebar",2021,4,15,16.6,7.8,10,11,26.8,33.4,23.7,4.6,33.3
"Paya Lebar",2021,4,16,0.4,0.2,0.2,0.2,27.7,31.2,25.4,4.3,18.5
"Paya Lebar",2021,4,17,56.6,18.4,24,31.6,25.7,31.7,23.1,4.6,40.7
"Paya Lebar",2021,4,18,0.4,0.4,0.4,0.4,27.7,33.5,24.3,4.5,20.4
"Paya Lebar",2021,4,19,0.2,0.2,0.2,0.2,28.2,32.8,25.2,6.6,35.2
"Paya Lebar",2021,4,20,0,0,0,0,29.1,33.9,25.3,7.5,31.5
"Paya Lebar",2021,4,21,0,0,0,0,29.3,33.9,26.7,8.6,31.5
"Paya Lebar",2021,4,22,3,1.4,1.8,2.2,27.6,32.4,25.6,8.2,27.8
"Paya Lebar",2021,4,23,0,0,0,0,29.4,33.7,25.6,8.4,27.8
"Paya Lebar",2021,4,24,29.6,15,15.8,16.2,26.4,28.5,23.6,7.4,40.7
"Paya Lebar",2021,4,25,0,0,0,0,29,33.2,24.9,6,24.1
"Paya Lebar",2021,4,26,6.6,5.6,5.8,6.4,28.3,33.6,25.3,5.9,25.9
"Paya Lebar",2021,4,27,4.6,3.6,3.8,4.6,NA,31.7,25.3,NA,24.1
"Paya Lebar",2021,4,28,3.8,2.4,3.8,3.8,28.3,33.5,25.8,4.3,24.1
"Paya Lebar",2021,4,29,0,0,0,0,29.2,34.5,25.8,6,29.6
"Paya Lebar",2021,4,30,0,0.2,0.2,0.2,28.7,32.5,25.8,5.8,25.9
"Macritchie Reservoir",2021,4,1,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,2,28.8,16,21.2,21.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,3,30.2,27.4,27.8,27.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,4,6.2,2.2,2.6,2.8,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,5,44.4,32.4,42.2,44,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,6,5.8,3.6,3.8,5.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,7,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,8,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,9,21,12.4,20.2,20.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,10,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,11,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,12,23.6,17.6,23.4,23.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,13,20.4,17.8,20,20.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,14,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,15,28.4,17,23.4,24.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,16,18.6,17.4,18.4,18.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,17,83,42,58.4,63.6,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,18,3.2,2.8,2.8,3,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,19,3,2.8,3,3,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,20,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,21,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,22,15.6,7,7,7.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,23,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,24,16.6,4,7.4,12.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,25,0,0,0,0,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,26,16.6,6.8,10.8,16.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,27,5,4.4,4.4,4.4,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,28,5.2,2.4,3,3,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,29,10.2,10.2,10.2,10.2,NA,NA,NA,NA,NA
"Macritchie Reservoir",2021,4,30,6.6,4.2,4.6,6.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,1,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,2,28,20.2,25.4,25.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,3,18.6,16.6,16.6,16.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,4,4.6,2.2,2.2,2.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,5,30,23.6,27,29.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,6,17,8.2,10.4,16.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,7,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,8,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,9,22.2,17.2,22.2,22.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,10,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,11,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,12,12.2,10.6,12.2,12.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,13,29.2,17.4,22.2,22.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,14,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,15,29,12,17.6,23.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,16,24.8,23.8,24.6,24.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,17,82.4,43.8,56.2,62.4,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,18,5.2,4.2,5,5,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,19,3.8,3,3.6,3.6,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,20,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,21,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,22,4.6,1.4,2.2,3,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,23,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,24,13.6,3.4,6.4,10.8,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,25,0,0,0,0,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,26,10,3.8,7,9.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,27,2.4,1.2,1.2,2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,28,59.2,54.2,59.2,59.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,29,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2021,4,30,18.4,16.8,17.6,18,NA,NA,NA,NA,NA
"Semakau Island",2021,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2021,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2021,4,1,0,0,0,0,29.6,32.8,26.7,12.1,43.5
"Admiralty",2021,4,2,54.6,40.6,47,54.4,28.9,35.8,23.6,14.2,55
"Admiralty",2021,4,3,1.6,1.4,1.6,1.6,27.8,35,25.6,14.8,42.4
"Admiralty",2021,4,4,4.4,2.2,2.4,2.4,27.6,31,24.4,13.3,41.5
"Admiralty",2021,4,5,26.6,22.2,24.4,25.6,26.9,32.7,24.2,13.7,57.6
"Admiralty",2021,4,6,9.4,9.2,9.2,9.2,27.3,32.3,24.8,15.7,52.2
"Admiralty",2021,4,7,0.4,0.4,0.4,0.4,28.1,35,24.3,17.5,54.1
"Admiralty",2021,4,8,3.8,3,3.2,3.6,27.9,34.9,25.1,14,50.4
"Admiralty",2021,4,9,0.6,0.6,0.6,0.6,28,33.1,25,15.1,38.9
"Admiralty",2021,4,10,0,0,0,0,29,33.9,25.9,17.4,44.6
"Admiralty",2021,4,11,0,0,0,0,28.9,33.3,26.3,20.1,44.6
"Admiralty",2021,4,12,0,0,0,0,28.9,34,24.3,16.8,44.3
"Admiralty",2021,4,13,2.4,2.2,2.2,2.2,28.2,32.5,24.7,17.5,45
"Admiralty",2021,4,14,1.2,1.2,1.2,1.2,28.4,34.6,25.5,12.2,36.3
"Admiralty",2021,4,15,26,10.4,14.2,20.4,26,32.1,23.7,12.7,47.6
"Admiralty",2021,4,16,0,0,0,0,27.2,31.3,24.3,12.2,28.9
"Admiralty",2021,4,17,53,20,27,36,25,30.7,22.5,12.5,58.7
"Admiralty",2021,4,18,14.6,13.4,14.4,14.4,27,36,22.6,11.9,33.9
"Admiralty",2021,4,19,17.6,17.2,17.6,17.6,27.1,32.4,23.2,11.8,33.5
"Admiralty",2021,4,20,0,0,0,0,28.6,33.4,25.1,13.3,37.4
"Admiralty",2021,4,21,0,0,0,0,28.5,33.9,26.5,12.3,37
"Admiralty",2021,4,22,10.6,3.4,5.8,7.4,26.5,30.4,23.9,11.2,35.9
"Admiralty",2021,4,23,0,0,0,0,27.9,31.2,24.5,10.5,37.8
"Admiralty",2021,4,24,7.4,2.2,4,5.4,26.2,28.6,23.5,10.6,52.6
"Admiralty",2021,4,25,0,0,0,0,29.1,34.2,25.7,10.9,27.4
"Admiralty",2021,4,26,8.6,5.8,6,6,27.1,33.1,23.6,13.2,44.3
"Admiralty",2021,4,27,9.2,6.4,9,9,27.1,31.8,24.9,13,30.2
"Admiralty",2021,4,28,8.4,7.6,8,8,27.9,33.4,25.1,13.5,28.5
"Admiralty",2021,4,29,22.8,16.4,22.4,22.8,27.9,33.7,23.3,15.4,47.6
"Admiralty",2021,4,30,1.8,1,1,1,27.2,33.1,25.2,12,38.2
"Pulau Ubin",2021,4,1,0,0,0,0,29.2,33.9,25.5,5.4,25.2
"Pulau Ubin",2021,4,2,2.2,1.6,1.8,2,28,34.7,24.5,3.1,18
"Pulau Ubin",2021,4,3,3.6,2.2,3,3.4,27.1,34.5,24.8,3,35.6
"Pulau Ubin",2021,4,4,30.2,13.4,18.2,19.2,26.2,29.8,24.3,2.7,22
"Pulau Ubin",2021,4,5,15.8,9.8,13.2,14.8,26.3,32.7,23.6,3.2,25.9
"Pulau Ubin",2021,4,6,0,0,0,0,27.7,32.3,23.9,4.5,20.2
"Pulau Ubin",2021,4,7,0.2,0.2,0.2,0.2,28.5,33.2,24.3,5.3,24.8
"Pulau Ubin",2021,4,8,34.8,19,30.2,33.2,27.1,33.6,24.2,3.5,19.1
"Pulau Ubin",2021,4,9,0,0,0,0,27.8,32.5,24.6,4.1,21.3
"Pulau Ubin",2021,4,10,0,0,0,0,28.6,33.4,24.7,4.6,22
"Pulau Ubin",2021,4,11,0,0,0,0,28.6,33.6,25.3,4.1,20.6
"Pulau Ubin",2021,4,12,15.6,15.4,15.4,15.4,27.9,33.5,22.8,3.6,24.8
"Pulau Ubin",2021,4,13,0,0,0,0,27.9,33,25.1,3.3,18
"Pulau Ubin",2021,4,14,0,0,0,0,28.1,33.4,24.9,3.5,22.4
"Pulau Ubin",2021,4,15,4.6,1.2,1.6,2.8,26,33.3,23.7,3.3,23
"Pulau Ubin",2021,4,16,0,0,0.2,0.2,27.2,31.4,24.2,2.3,13
"Pulau Ubin",2021,4,17,65.6,19,26.2,30,24.9,30.7,22.9,3.2,20.9
"Pulau Ubin",2021,4,18,0,0,0,0,27.4,34.1,23.6,3.1,16.9
"Pulau Ubin",2021,4,19,0.4,0.4,0.4,0.4,27.3,31.9,24.6,3.3,24.1
"Pulau Ubin",2021,4,20,0,0,0,0,28.3,34.4,24.5,3.6,19.1
"Pulau Ubin",2021,4,21,0,0,0,0,28.4,33.5,25.7,3.7,20.9
"Pulau Ubin",2021,4,22,14.4,12.6,13.6,13.8,26.4,32.4,23.9,3.1,20.6
"Pulau Ubin",2021,4,23,0,0,0,0,28,33,24.3,4.5,23.3
"Pulau Ubin",2021,4,24,15,4.2,7,11,25.6,27.5,23.4,2.9,39.3
"Pulau Ubin",2021,4,25,0,0,0,0,28.5,33.9,24.5,3.3,20.2
"Pulau Ubin",2021,4,26,75.2,40.6,69.2,75.2,27.2,33.7,24.3,3,19.8
"Pulau Ubin",2021,4,27,0,0,0,0,27.1,32.6,24.5,3.1,15.6
"Pulau Ubin",2021,4,28,0,0,0,0,27.8,33.2,24.3,3.3,16.5
"Pulau Ubin",2021,4,29,6,6,6,6,28.1,33.9,25,3.2,18.3
"Pulau Ubin",2021,4,30,0,0,0,0,28.2,33.4,25,3.4,21.7
"East Coast Parkway",2021,4,1,0,0,0,0,30.7,33.6,28.2,10.2,35.2
"East Coast Parkway",2021,4,2,47.6,23.2,35.4,39.4,28.5,32.6,23.6,7.8,42.8
"East Coast Parkway",2021,4,3,17,11.6,14,14,27.6,30.9,25.1,6.6,38.2
"East Coast Parkway",2021,4,4,19.6,8,9.8,12.2,27.3,29.5,24.5,6.9,34.6
"East Coast Parkway",2021,4,5,29.8,26.6,27.8,28.2,27.1,29.9,24.6,5.3,45.4
"East Coast Parkway",2021,4,6,0,0,0,0,28.4,31.8,25.8,7.3,28.9
"East Coast Parkway",2021,4,7,0,0,0,0,28.8,31.8,26.2,10.3,49.6
"East Coast Parkway",2021,4,8,5.8,5.2,5.6,5.8,27.6,29.7,24.6,7.3,29.1
"East Coast Parkway",2021,4,9,0,0,0,0,28.1,30.6,25.5,8.8,35
"East Coast Parkway",2021,4,10,0,0,0,0,29,32.4,26.3,7.6,27
"East Coast Parkway",2021,4,11,0,0,0,0,28.8,31.1,27.1,9.1,32
"East Coast Parkway",2021,4,12,1,0.6,0.6,0.6,28.2,30.2,25.5,9.9,30.6
"East Coast Parkway",2021,4,13,0.8,0.8,0.8,0.8,28.6,31,27.1,6,22.4
"East Coast Parkway",2021,4,14,0.2,0.2,0.2,0.2,28.3,30.8,24.7,6.9,38.2
"East Coast Parkway",2021,4,15,51.4,36.6,46.2,48.6,26.9,31,22.5,5.8,64.4
"East Coast Parkway",2021,4,16,0.4,0.4,0.4,0.4,28.2,30,25.8,6.2,23.3
"East Coast Parkway",2021,4,17,105.2,40.8,63.2,69,26.2,30.6,23.3,7.1,42
"East Coast Parkway",2021,4,18,0.2,0.2,0.2,0.2,27.8,30.4,25.3,6.7,18.3
"East Coast Parkway",2021,4,19,0,0,0,0,28.1,29.5,26.6,10,39.3
"East Coast Parkway",2021,4,20,0,0,0,0,28.7,30.6,26.6,10.1,29.1
"East Coast Parkway",2021,4,21,0.4,0.4,0.4,0.4,28.9,30.4,27.3,10.5,35.6
"East Coast Parkway",2021,4,22,0.6,0.4,0.4,0.6,27.9,30.8,26.3,10.3,32.4
"East Coast Parkway",2021,4,23,0,0,0,0,28.7,30.7,26.4,14.7,35.6
"East Coast Parkway",2021,4,24,39.2,17.8,25.2,28,26.9,29.3,23.5,9.4,40
"East Coast Parkway",2021,4,25,0,0,0,0,28.7,30.7,26.1,7.1,23.3
"East Coast Parkway",2021,4,26,0,0,0,0,28.5,30.4,26.8,9.8,35.2
"East Coast Parkway",2021,4,27,0,0,0,0,28.4,30,26.9,6.1,23.3
"East Coast Parkway",2021,4,28,0,0,0,0,28.7,30.5,26.8,7.3,30.2
"East Coast Parkway",2021,4,29,0,0,0,0,28.9,30.9,27.2,9.4,34.6
"East Coast Parkway",2021,4,30,0,0,0,0,28.8,30.5,27.2,8.1,25.6
"Marina Barrage",2021,4,1,0,0,0,0,30.6,34.2,27.9,7.4,29.1
"Marina Barrage",2021,4,2,23.8,12,12,12,29,33.9,23.7,6.1,40
"Marina Barrage",2021,4,3,21.8,19,21.4,21.4,28.2,33.2,24.9,4.8,23
"Marina Barrage",2021,4,4,24.6,20.4,20.4,20.4,27.9,31.3,23.5,5.6,67
"Marina Barrage",2021,4,5,20,14.6,15.8,16.6,27.3,32.7,24.1,5.2,36.3
"Marina Barrage",2021,4,6,5.6,4.4,5,5.6,28.2,32.7,25.9,4.9,22.6
"Marina Barrage",2021,4,7,0,0,0,0,29.1,33.9,25.4,7.3,40.7
"Marina Barrage",2021,4,8,0,0,0,0,28.8,33.3,25.5,6.9,29.8
"Marina Barrage",2021,4,9,72.2,50.8,70.2,71,28.1,33,24,5.7,30.6
"Marina Barrage",2021,4,10,0,0,0,0,29.3,33.7,26,5.9,23
"Marina Barrage",2021,4,11,0,0,0,0,29.7,33.5,26.9,5.6,24.4
"Marina Barrage",2021,4,12,0.4,0.4,0.4,0.4,29,33.6,24.7,5.6,28.2
"Marina Barrage",2021,4,13,0,0,0,0,29.7,35,27.3,4.8,24.8
"Marina Barrage",2021,4,14,21.6,14.6,19,21.6,28.9,33,24.2,5.3,31.7
"Marina Barrage",2021,4,15,14.4,8.6,10,10.6,27.4,33.1,25.2,4.1,27.8
"Marina Barrage",2021,4,16,8.4,7.2,8.4,8.4,28.3,30.5,24.8,3.9,23
"Marina Barrage",2021,4,17,83.6,28.4,35,41.2,26.2,30.7,23.6,4.4,36.7
"Marina Barrage",2021,4,18,0,0,0,0,28.3,32.9,25.2,5.2,17.6
"Marina Barrage",2021,4,19,0,0,0,0,28.7,32.3,26.3,4.7,33.9
"Marina Barrage",2021,4,20,0,0,0,0,29.6,34.5,26.3,6,26.7
"Marina Barrage",2021,4,21,0,0,0,0,29.7,33.9,28,6.2,24.1
"Marina Barrage",2021,4,22,0.8,0.8,0.8,0.8,28.2,32.3,26.9,5.4,26.7
"Marina Barrage",2021,4,23,0,0,0,0,29.5,33.4,25.7,6.6,27.8
"Marina Barrage",2021,4,24,26.8,8.4,12,18.4,26.8,29,24.3,5.3,39.6
"Marina Barrage",2021,4,25,0,0,0,0,29.8,34.4,26,3.4,14.8
"Marina Barrage",2021,4,26,18.2,14.8,17.8,18.2,28.9,34.5,24.9,4.4,46.1
"Marina Barrage",2021,4,27,0,0,0,0,28.7,32.6,26.1,4.3,19.4
"Marina Barrage",2021,4,28,0,0,0,0,29.8,34.5,26.6,4.5,18.3
"Marina Barrage",2021,4,29,0,0,0,0,30.2,35,27.4,4.6,21.7
"Marina Barrage",2021,4,30,0.8,0.8,0.8,0.8,29.4,33.6,27.3,4.4,20.9
"Ang Mo Kio",2021,4,1,0,0,0,0,30.3,34.1,27.3,7.5,31.7
"Ang Mo Kio",2021,4,2,25.2,21.4,24,24.2,29.1,36.3,24.8,4.7,25.2
"Ang Mo Kio",2021,4,3,6.6,4.4,4.4,4.4,27.9,34.8,25.1,4.2,32.8
"Ang Mo Kio",2021,4,4,13,5.4,5.4,6.8,27.5,31.2,24.3,4.5,27.8
"Ang Mo Kio",2021,4,5,48.8,43.2,47.8,48,27.2,33.2,24.3,3.9,48.5
"Ang Mo Kio",2021,4,6,30.2,20.2,27.8,30.2,27.4,32.4,23.9,4.7,38.5
"Ang Mo Kio",2021,4,7,0,0,0,0,28.8,33.9,25.2,6.4,39.3
"Ang Mo Kio",2021,4,8,0.2,0.2,0.2,0.2,28.5,35.3,25.4,4.6,29.1
"Ang Mo Kio",2021,4,9,6.2,6.2,6.2,6.2,28.3,33.8,25.2,5.1,40.4
"Ang Mo Kio",2021,4,10,0,0,0,0,29.2,33.3,26.2,6,28.9
"Ang Mo Kio",2021,4,11,0,0,0,0,29.6,33.8,26.7,6.7,33.9
"Ang Mo Kio",2021,4,12,14.4,12.4,14.4,14.4,29,34.2,22.6,6.1,32.8
"Ang Mo Kio",2021,4,13,18.8,13.8,16,16.6,28.1,32.2,23.7,4.8,35
"Ang Mo Kio",2021,4,14,0,0,0,0,29,35.1,25.3,4.1,22.6
"Ang Mo Kio",2021,4,15,36.4,17.2,21.8,31,26.6,32.7,23,4.1,37.8
"Ang Mo Kio",2021,4,16,15.4,15,15.4,15.4,27.5,32.1,24.6,3.4,23
"Ang Mo Kio",2021,4,17,53.2,24,27,30,25.5,30.7,22.8,3.9,33.9
"Ang Mo Kio",2021,4,18,4.4,3.6,4.4,4.4,27.6,34.9,24.2,3.9,26.3
"Ang Mo Kio",2021,4,19,3.4,3.2,3.4,3.4,27.8,31.3,24.9,4.5,37
"Ang Mo Kio",2021,4,20,0,0,0,0,29.2,34.2,25.5,4.9,25.6
"Ang Mo Kio",2021,4,21,0,0,0,0,29.2,34,27,5.3,25.9
"Ang Mo Kio",2021,4,22,9.6,5,6.6,7.2,27,31.6,24.2,4.2,27.4
"Ang Mo Kio",2021,4,23,0,0,0,0,28.8,32.2,24.8,6.2,25.6
"Ang Mo Kio",2021,4,24,16,3.8,7.4,11.4,26.5,28.8,23.6,4.3,44.3
"Ang Mo Kio",2021,4,25,0,0,0,0,29.5,34.6,25.6,5,26.7
"Ang Mo Kio",2021,4,26,11.6,7,10,11.6,28.1,33.9,24.9,5.2,36.3
"Ang Mo Kio",2021,4,27,1.2,1,1.2,1.2,27.6,31.7,25.6,4,22.6
"Ang Mo Kio",2021,4,28,5.8,5.2,5.4,5.4,28.2,32.5,25.4,4,30.9
"Ang Mo Kio",2021,4,29,0,0,0,0,28.8,33.3,26.2,4.6,29.1
"Ang Mo Kio",2021,4,30,34.2,28,28.2,28.8,27.5,32.9,23.8,3.7,24.8
"Choa Chu Kang (West)",2021,4,1,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,2,1,0.4,0.4,0.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,3,64.8,21.6,31.4,33.8,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,4,60.8,23.8,43.4,61.4,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,5,59.8,41.8,56,58.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,6,0.6,0.4,0.4,0.4,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,7,5,2.6,2.6,2.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,8,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,9,1.8,0.8,1,1,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,10,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,11,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,12,8.8,8.2,8.6,8.8,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,13,6.4,4,4.8,5.2,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,14,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,15,2.2,1,1.2,1.8,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,16,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,17,124.8,46.2,66.2,103.2,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,18,3.8,3.6,3.8,3.8,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,19,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,20,0,0,0,0,NA,NA,NA,NA,NA
"Choa Chu Kang (West)",2021,4,21,8.4,8.4,8.4,8.4,NA,NA,NA,NA,NA
